ChamberNo,LoadDateJalali,LoadTime,LoadOperatorCode_FK,ProductCode_FK,UnloadDateJalali,UnloadTime,LoadOperatorCode_FK.1,loadFingerCount
5,1404-03-29,7:40:00,4,91000000,1404-04-05,8:10:00,4,8
22,1404-03-29,9:00:00,4,91000000,1404-04-05,10:00:00,4,8
15,1404-03-29,10:40:00,4,91000000,1404-04-05,11:25:00,4,8
1,1404-03-29,1:00:00,4,91000000,1404-04-07,6:20:00,4,8
30,1404-03-31,7:35:00,4,91000000,1404-04-07,8:00:00,4,8
4,1404-03-31,9:45:00,4,91000000,1404-04-07,9:40:00,4,8
17,1404-03-31,11:35:00,4,91000000,1404-04-07,11:00:00,4,8
24,1404-03-31,12:50:00,4,91000000,1404-04-08,8:25:00,4,8
20,1404-04-01,7:30:00,4,91000000,1404-04-08,9:35:00,4,8
14,1404-04-01,8:50:00,4,91000000,1404-04-08,11:15:00,4,8
2,1404-04-01,11:00:00,4,91000000,1404-04-09,6:00:00,4,8
29,1404-04-01,13:00:00,4,91000000,1404-04-09,7:00:00,4,8
7,1404-04-02,10:30:00,4,91000000,1404-04-09,8:40:00,4,8
31,1404-04-02,12:00:00,4,91000000,1404-04-09,10:30:00,4,8
13,1404-04-02,13:30:00,4,91000000,1404-04-09,14:00:00,8,8
10,1404-04-02,20:10:00,4,92000000,1404-04-08,6:00:00,4,8
25,1404-04-03,7:35:00,4,91000000,1404-04-09,14:15:00,8,8
3,1404-04-03,10:00:00,4,91000000,1404-04-09,15:30:00,8,8
16,1404-04-03,11:15:00,4,91000000,1404-04-09,17:00:00,8,8
11,1404-04-03,12:30:00,4,91000000,1404-04-09,18:35:00,8,8
21,1404-04-03,13:30:00,4,91000000,1404-04-11,6:00:00,4,8
27,1404-04-04,8:00:00,4,91000000,1404-04-11,6:20:00,4,8
6,1404-04-04,10:00:00,4,91000000,1404-04-11,8:20:00,4,8
23,1404-04-04,11:30:00,4,91000000,1404-04-11,12:10:00,5,8
32,1404-04-04,12:50:00,4,91000000,1404-04-11,14:00:00,5,8
9,1404-04-05,7:50:00,4,91000000,1404-04-11,15:10:00,5,8
26,1404-04-05,9:45:00,4,91000000,1404-04-11,16:40:00,5,8
28,1404-04-05,11:10:00,4,91000000,1404-04-11,18:00:00,5,8
18,1404-04-05,12:30:00,4,91000000,1404-04-11,19:45:00,5,8
5,1404-04-07,7:40:00,4,91000000,1404-04-12,6:00:00,4,8
12,1404-04-07,9:00:00,4,91000000,1404-04-12,7:40:00,4,8
8,1404-04-07,10:40:00,4,91000000,1404-04-12,9:40:00,4,8
22,1404-04-07,12:50:00,4,91000000,1404-04-12,11:00:00,4,8
15,1404-04-08,10:15:00,4,91000000,1404-04-13,6:00:00,4,8
1,1404-04-08,11:50:00,4,91000000,1404-04-13,6:50:00,4,8
30,1404-04-08,13:30:00,4,91000000,1404-04-13,8:10:00,4,8
10,1404-04-08,19:00:00,4,92000000,1404-04-17,6:00:00,4,8
4,1404-04-09,7:40:00,4,91000000,1404-04-13,12:10:00,4,8
24,1404-04-09,9:40:00,4,91000000,1404-04-17,8:10:00,4,8
20,1404-04-09,11:00:00,4,91000000,1404-04-17,8:50:00,4,8
14,1404-04-09,12:50:00,4,91000000,1404-04-17,10:50:00,4,8
2,1404-04-09,15:00:00,5,91000000,1404-04-18,6:00:00,8,8
29,1404-04-09,16:20:00,5,91000000,1404-04-18,6:40:00,8,8
7,1404-04-09,17:35:00,5,91000000,1404-04-18,8:10:00,8,8
31,1404-04-09,19:50:00,5,91000000,1404-04-18,10:20:00,8,8
13,1404-04-09,21:15:00,5,91000000,1404-04-18,11:30:00,8,8
25,1404-04-10,8:10:00,4,91000000,1404-04-19,6:00:00,8,8
3,1404-04-10,10:10:00,4,91000000,1404-04-19,7:10:00,8,8
16,1404-04-10,13:00:00,4,91000000,1404-04-19,8:25:00,8,8
11,1404-04-10,15:00:00,4,91000000,1404-04-19,10:25:00,8,8
21,1404-04-10,16:30:00,4,91000000,1404-04-19,11:25:00,8,8
27,1404-04-10,17:30:00,4,91000000,1404-04-20,6:00:00,4,8
6,1404-04-10,19:50:00,4,91000000,1404-04-20,7:10:00,4,8
23,1404-04-10,21:10:00,4,91000000,1404-04-20,8:25:00,4,8
32,1404-04-11,7:40:00,4,91000000,1404-04-20,10:35:00,4,8
9,1404-04-11,9:40:00,4,91000000,1404-04-20,12:00:00,4,8
26,1404-04-11,11:00:00,4,91000000,1404-04-21,6:00:00,4,8
18,1404-04-11,12:20:00,4,91000000,1404-04-21,7:30:00,4,8
5,1404-04-11,13:30:00,4,91000000,1404-04-21,9:00:00,4,8
12,1404-04-12,7:40:00,4,91000000,1404-04-21,10:40:00,4,8
8,1404-04-12,9:40:00,4,91000000,1404-04-21,11:50:00,4,8
22,1404-04-12,11:20:00,4,91000000,1404-04-23,6:00:00,4,8
15,1404-04-12,12:50:00,4,91000000,1404-04-23,7:10:00,4,8
1,1404-04-16,10:30:00,4,91000000,1404-04-23,8:40:00,4,8
30,1404-04-16,12:00:00,4,91000000,1404-04-23,10:30:00,4,8
4,1404-04-16,13:10:00,4,91000000,1404-04-23,11:50:00,4,8
24,1404-04-16,19:30:00,5,92000000,1404-04-22,6:00:00,4,8
28,1404-04-17,8:00:00,8,91000000,1404-04-24,6:00:00,4,8
14,1404-04-17,9:25:00,8,91000000,1404-04-24,7:10:00,4,8
20,1404-04-17,11:15:00,8,91000000,1404-04-24,9:00:00,4,8
10,1404-04-17,12:20:00,8,91000000,1404-04-24,10:40:00,4,8
2,1404-04-17,13:25:00,8,91000000,1404-04-24,12:00:00,4,8
29,1404-04-18,7:35:00,8,91000000,1404-04-25,9:00:00,4,8
7,1404-04-18,9:35:00,8,91000000,1404-04-25,6:00:00,4,8
31,1404-04-18,10:50:00,8,91000000,1404-04-25,11:00:00,4,8
13,1404-04-18,12:10:00,8,91000000,1404-04-26,6:00:00,4,8
25,1404-04-18,13:20:00,8,91000000,1404-04-26,7:20:00,4,8
3,1404-04-19,7:45:00,5,91000000,1404-04-26,8:20:00,4,8
16,1404-04-19,9:50:00,5,91000000,1404-04-26,10:00:00,4,8
11,1404-04-19,11:00:00,5,91000000,1404-04-26,11:30:00,4,8
21,1404-04-19,12:00:00,5,91000000,1404-04-28,6:00:00,4,8
27,1404-04-19,13:30:00,5,91000000,1404-04-28,7:10:00,4,8
6,1404-04-21,7:40:00,4,91000000,1404-04-28,8:25:00,4,8
9,1404-04-21,9:00:00,4,91000000,1404-04-28,10:00:00,4,8
23,1404-04-21,10:40:00,4,91000000,1404-04-28,11:25:00,4,8
32,1404-04-21,12:00:00,4,91000000,1404-04-29,6:00:00,4,8
26,1404-04-21,13:20:00,4,91000000,1404-04-29,7:20:00,4,8
8,1404-04-22,8:00:00,4,92000000,1404-04-29,0:00:00,4,8
12,1404-04-23,7:40:00,4,91000000,1404-04-29,8:30:00,4,8
24,1404-04-23,9:20:00,4,91000000,1404-04-30,10:10:00,4,8
5,1404-04-23,10:40:00,4,91000000,1404-04-30,6:00:00,4,8
22,1404-04-23,12:00:00,4,91000000,1404-04-31,6:40:00,4,8
15,1404-04-23,13:20:00,4,91000000,1404-05-01,6:00:00,4,8
4,1404-04-24,7:40:00,4,91000000,1404-04-30,6:20:00,4,8
18,1404-04-24,9:40:00,4,91000000,1404-05-01,12:00:00,4,8
1,1404-04-24,12:00:00,4,91000000,1404-04-31,6:00:00,4,8
30,1404-04-24,13:20:00,4,91000000,1404-05-01,7:35:00,4,8
14,1404-04-25,7:50:00,4,91000000,1404-05-01,9:30:00,4,8
10,1404-04-25,11:10:00,4,91000000,1404-05-02,7:40:00,4,8
28,1404-04-25,12:50:00,4,91000000,1404-05-02,6:00:00,4,8
2,1404-04-26,7:40:00,4,91000000,1404-05-04,6:40:00,4,8
29,1404-04-26,9:00:00,4,91000000,1404-05-04,6:00:00,4,8
7,1404-04-26,11:30:00,4,91000000,1404-05-04,6:50:00,4,8
31,1404-04-26,12:50:00,4,91000000,1404-05-05,8:40:00,4,8
13,1404-04-28,8:00:00,4,91000000,1404-05-05,6:00:00,4,8
25,1404-04-28,9:45:00,4,91000000,1404-05-05,7:20:00,4,8
11,1404-04-28,10:50:00,4,91000000,1404-05-05,8:40:00,4,8
21,1404-04-28,12:10:00,4,91000000,1404-05-06,10:20:00,4,8
27,1404-04-28,13:20:00,4,91000000,1404-05-06,6:00:00,4,8
23,1404-04-29,7:45:00,4,91000000,1404-05-06,10:50:00,4,8
6,1404-04-29,9:30:00,4,91000000,1404-05-07,7:20:00,4,8
9,1404-04-29,10:35:00,4,91000000,1404-05-07,6:00:00,4,8
32,1404-04-30,7:10:00,4,91000000,1404-05-07,6:50:00,4,8
26,1404-04-30,8:15:00,4,91000000,1404-05-07,8:10:00,4,8
16,1404-04-30,10:15:00,4,91000000,1404-05-07,10:10:00,4,8
12,1404-04-30,11:30:00,4,91000000,1404-05-08,11:20:00,4,8
5,1404-04-30,13:10:00,4,91000000,1404-05-08,6:00:00,4,8
3,1404-04-31,2025-07-223:,4,91000000,1404-05-08,9:00:00,4,8
18,1404-04-31,9:45:00,4,91000000,1404-05-09,7:30:00,4,8
20,1404-04-31,11:00:00,4,91000000,1404-05-09,6:00:00,4,8
22,1404-04-31,12:15:00,4,91000000,1404-05-09,7:30:00,4,8
24,1404-04-31,13:30:00,4,91000000,1404-05-09,9:00:00,4,8
15,1404-05-01,7:40:00,4,91000000,1404-05-11,11:00:00,4,8
19,1404-05-01,9:30:00,4,91000000,1404-05-12,6:00:00,4,8
30,1404-05-01,11:00:00,4,91000000,1404-05-12,6:00:00,4,8
1,1404-05-01,12:10:00,4,91000000,1404-05-12,6:40:00,4,8
10,1404-05-02,10:00:00,4,91000000,1404-05-13,8:00:00,4,8
14,1404-05-02,11:15:00,4,91000000,1404-05-13,8:00:00,4,8
28,1404-05-04,8:00:00,4,91000000,1404-05-14,10:00:00,4,8
4,1404-05-04,10:00:00,4,91000000,1404-05-14,10:00:00,4,8
17,1404-05-04,11:10:00,4,91000000,1404-05-15,12:10:00,4,8
2,1404-05-05,8:20:00,4,91000000,1404-05-16,6:00:00,4,8
29,1404-05-05,9:50:00,4,91000000,1404-05-15,6:00:00,4,8
7,1404-05-05,11:10:00,4,91000000,1404-05-16,8:00:00,4,8
31,1404-05-05,12:40:00,4,91000000,1404-05-16,6:30:00,4,8
21,1404-05-06,8:00:00,4,91000000,1404-05-16,7:40:00,4,8
13,1404-05-06,11:20:00,4,91000000,1404-05-18,9:35:00,4,8
25,1404-05-06,12:30:00,4,91000000,1404-05-18,6:30:00,4,8
11,1404-05-07,7:50:00,4,91000000,1404-05-19,8:00:00,4,8
23,1404-05-07,9:00:00,4,91000000,1404-05-19,6:00:00,4,8
6,1404-05-07,10:50:00,4,91000000,1404-05-19,7:00:00,4,8
9,1404-05-07,12:20:00,4,91000000,1404-05-20,8:50:00,4,8
32,1404-05-07,13:30:00,4,91000000,1404-05-20,6:00:00,4,8
26,1404-05-08,7:40:00,4,91000000,1404-05-20,6:20:00,4,8
16,1404-05-08,9:00:00,4,91000000,1404-05-20,8:00:00,4,8
12,1404-05-08,11:20:00,4,91000000,1404-05-20,9:50:00,4,8
5,1404-05-09,7:40:00,4,91000000,1404-05-21,11:20:00,4,8
18,1404-05-09,9:00:00,4,91000000,1404-05-21,6:00:00,4,8
3,1404-05-09,11:30:00,4,91000000,1404-05-21,7:20:00,4,8
20,1404-05-09,13:00:00,4,91000000,1405-05-22,8:50:00,4,8
15,1404-05-11,8:15:00,4,91000000,1404-05-22,6:00:00,4,8
22,1404-05-11,10:20:00,4,91000000,1404-5-22,7:00:00,4,8
24,1404-05-12,7:50:00,4,91000000,1404-05-25,8:10:00,4,8
19,1404-05-12,9:45:00,4,91000000,1404-05-25,6:00:00,4,8
1,1404-05-13,9:00:00,4,91000000,1404-05-26,7:00:00,4,8
30,1404-05-13,11:00:00,4,91000000,1404-05-26,6:00:00,4,8
14,1404-05-14,12:00:00,4,91000000,1404-05-26,6:50:00,4,8
10,1404-05-14,13:30:00,4,91000000,1404-05-27,8:10:00,4,8
28,1404-05-15,8:30:00,4,91000000,1404-05-27,6:00:00,4,8
4,1404-05-15,10:50:00,4,91000000,1404-05-27,6:30:00,4,8
17,1404-05-15,13:00:00,4,91000000,1404-05-28,7:50:00,4,8
2,1404-05-16,7:40:00,4,91000000,1404-05-28,7:00:00,4,8
7,1404-05-16,9:45:00,4,91000000,1404-05-29,6:00:00,4,8
29,1404-05-16,12:00:00,4,91000000,1404-05-28,14:00:00,4,8
13,1404-05-18,8:00:00,4,91000000,1404-05-29,8:50:00,4,8
21,1404-05-18,9:30:00,4,91000000,1404-05-29,14:40:00,4,8
31,1404-05-18,11:10:00,4,91000000,1404-05-29,16:00:00,4,8
25,1404-05-19,7:40:00,4,91000000,1404-05-29,17:30:00,4,8
11,1404-05-19,9:00:00,4,91000000,1404-05-30,19:40:00,4,8
27,1404-05-19,11:10:00,4,91000000,1404-05-30,9:00:00,4,8
23,1404-05-20,7:30:00,4,91000000,1404-05-30,7:35:00,4,8
6,1404-05-20,9:00:00,4,91000000,1404-06-01,9:40:00,4,8
9,1404-05-20,11:00:00,4,91000000,1404-06-01,6:20:00,4,8
32,1404-05-20,12:20:00,4,91000000,1404-06-03,14:00:00,4,8
26,1404-05-21,7:30:00,4,91000000,1404-06-05,6:20:00,4,8
12,1404-05-21,8:50:00,4,91000000,1404-06-06,6:20:00,4,8
5,1404-05-21,10:30:00,4,91000000,1404-06-06,6:00:00,4,8
18,1404-05-21,11:40:00,4,91000000,1404-06-06,7:40:00,4,8
20,1404-05-22,7:30:00,4,91000000,1404-06-07,9:00:00,4,8
16,1404-05-22,9:00:00,4,91000000,1404-06-07,6:00:00,4,8
3,1404-05-22,11:00:00,4,91000000,1404-06-09,6:40:00,4,8
15,1404-05-25,8:00:00,4,91000000,1404-06-07,9:45:00,4,8
22,1404-05-25,9:40:00,4,91000000,1404-06-09,9:30:00,4,8
24,1404-05-26,7:45:00,4,91000000,1404-06-09,7:50:00,4,8
19,1404-05-26,9:00:00,4,91000000,1404-06-07,6:20:00,4,8
1,1404-05-26,10:45:00,4,91000000,1404-06-07,11:00:00,4,8
14,1404-05-27,7:40:00,4,91000000,1404-06-09,8:00:00,4,8
10,1404-05-27,9:35:00,4,91000000,1404-06-09,11:10:00,4,8
30,1404-05-27,11:00:00,4,91000000,1404-06-09,6:00:00,4,8
28,1404-05-28,8:00:00,4,91000000,1404-06-09,6:30:00,4,8
4,1404-05-28,10:00:00,4,91000000,1404-06-09,8:10:00,4,8
17,1404-05-28,11:30:00,4,91000000,1404-06-24,9:50:00,4,8
7,1404-05-29,12:40:00,4,81000000,1404-06-11,6:00:00,4,8
2,1404-05-29,15:30:00,4,91000000,1404-06-24,6:00:00,4,8
31,1404-06-01,11:30:00,4,81000000,1404-06-29,9:30:00,4,8
6,1404-06-01,16:30:00,4,81000000,1404-06-29,8:00:00,4,8
13,1404-06-01,21:00:00,4,81000000,1404-06-30,6:00:00,4,8
9,1404-06-03,11:30:00,4,81000000,1404-06-30,6:00:00,4,8
23,1404-06-03,14:40:00,4,81000000,1404-06-30,7:40:00,4,8
32,1404-06-03,18:00:00,4,81000000,1404-06-22,9:00:00,4,8
11,1404-06-03,21:30:00,4,81000000,1404-06-22,6:00:00,4,8
7,1404-06-04,10:30:00,4,81000000,1404-07-06,11:00:00,4,8
21,1404-06-04,13:20:00,4,81000000,1404-06-11,6:00:00,4,8
26,1404-06-05,7:50:00,4,91000000,1404-06-11,7:40:00,4,8
12,1404-06-05,10:00:00,4,91000000,1404-06-12,8:50:00,4,8
29,1404-06-05,13:00:00,4,91000000,1404-06-12,6:20:00,4,8
5,1404-06-06,7:30:00,4,91000000,1404-06-12,6:50:00,4,8
18,1404-06-06,8:50:00,4,91000000,1404-06-12,8:00:00,4,8
20,1404-06-06,10:40:00,4,91000000,1404-06-13,10:00:00,4,8
16,1404-06-06,12:00:00,4,91000000,1404-06-13,6:00:00,4,8
3,1404-06-06,13:30:00,4,91000000,1404-06-13,7:00:00,4,8
14,1404-06-08,7:50:00,4,91000000,1404-06-13,8:15:00,4,8
22,1404-06-08,9:35:00,4,91000000,1404-06-17,10:10:00,4,8
1,1404-06-08,11:00:00,4,91000000,1404-06-17,7:10:00,4,8
19,1404-06-08,12:10:00,4,91000000,1404-06-17,6:00:00,4,8
24,1404-06-09,8:00:00,4,91000000,1404-06-17,9:00:00,4,8
15,1404-06-09,9:45:00,4,91000000,1404-06-17,10:20:00,4,8
10,1404-06-09,11:00:00,4,91000000,1404-06-31,14:00:00,4,8
30,1404-06-11,7:45:00,4,91000000,1404-06-17,7:30:00,4,8
28,1404-06-11,9:00:00,4,91000000,1404-06-17,15:30:00,4,8
4,1404-06-11,10:50:00,4,91000000,1404-06-18,16:40:00,4,8
17,1404-06-11,12:10:00,4,91000000,1404-06-18,6:00:00,4,8
2,1404-06-12,7:50:00,4,91000000,1404-06-18,6:30:00,4,8
26,1404-06-12,9:50:00,4,91000000,1404-06-20,7:50:00,4,8
12,1404-06-12,11:30:00,4,91000000,1404-06-20,6:00:00,4,8
29,1404-06-12,13:10:00,4,91000000,1404-06-20,7:00:00,4,8
5,1404-06-13,7:40:00,4,91000000,1404-06-23,8:10:00,4,8
18,1404-06-13,8:50:00,4,91000000,1404-06-23,6:00:00,4,8
20,1404-06-13,11:20:00,4,91000000,1404-06-23,6:30:00,4,8
3,1404-06-16,13:00:00,4,92000000,1404-06-23,6:00:00,4,8
16,1404-06-17,7:50:00,4,91000000,1404-07-10,8:00:00,4,8
8,1404-06-17,9:50:00,4,91000000,1404-07-10,10:50:00,4,8
14,1404-06-17,11:00:00,4,91000000,1404-06-23,9:00:00,4,8
19,1404-06-17,15:15:00,4,91000000,1404-06-23,11:00:00,4,8
1,1404-06-17,16:25:00,4,91000000,1404-06-25,9:50:00,4,8
24,1404-06-17,18:00:00,4,91000000,1404-06-26,6:00:00,4,8
15,1404-06-17,20:00:00,4,91000000,1404-06-26,6:00:00,4,8
10,1404-06-18,7:50:00,4,91000000,1404-06-27,7:30:00,4,8
28,1404-06-18,10:00:00,4,91000000,1404-06-27,6:00:00,4,8
4,1404-06-18,11:20:00,4,91000000,1404-06-31,7:10:00,4,8
17,1404-06-20,7:40:00,4,91000000,1404-06-31,7:00:00,4,8
2,1404-06-20,10:20:00,4,91000000,1404-06-31,9:30:00,4,8
26,1404-06-20,11:30:00,4,91000000,1404-07-01,10:40:00,4,8
12,1404-06-20,13:00:00,4,91000000,1404-07-06,12:30:00,4,8
29,1404-06-22,10:30:00,4,81000000,1404-07-06,10:20:00,4,8
5,1404-06-22,12:00:00,4,81000000,1404-07-08,12:00:00,4,8
11,1404-06-22,13:30:00,4,81000000,1404-07-02,6:00:00,4,8
18,1404-06-23,8:00:00,4,91000000,1404-07-02,6:00:00,4,8
22,1404-06-23,9:45:00,4,91000000,1404-07-02,7:00:00,4,8
20,1404-06-23,11:10:00,4,91000000,1404-07-02,8:40:00,4,8
16,1404-06-23,13:00:00,4,91000000,1404-07-08,10:20:00,4,8
1,1404-06-24,10:25:00,4,81000000,1404-07-08,7:10:00,4,8
19,1404-06-24,13:30:00,4,81000000,1404-07-03,10:00:00,4,8
7,1404-06-25,7:40:00,4,91000000,1404-07-03,6:00:00,4,8
31,1404-06-25,9:00:00,4,91000000,1404-07-03,6:50:00,4,8
24,1404-06-26,8:30:00,4,91000000,1404-07-03,8:00:00,4,8
15,1404-06-26,10:35:00,4,91000000,1404-07-03,10:10:00,4,8
10,1404-06-27,7:40:00,4,91000000,1404-07-05,11:30:00,4,8
28,1404-06-27,10:25:00,4,91000000,1404-07-05,6:00:00,4,8
4,1404-06-27,12:10:00,4,91000000,1404-07-13,7:45:00,4,8
27,1404-06-29,11:00:00,4,81000000,1404-07-12,6:00:00,4,8
13,1404-06-29,13:30:00,4,81000000,1404-07-13,9:30:00,4,8
6,1404-06-30,10:30:00,4,81000000,1404-07-13,6:20:00,4,8
9,1404-06-30,13:20:00,4,81000000,1404-07-05,9:30:00,4,8
23,1404-06-31,9:00:00,4,91000000,1404-07-05,9:50:00,4,8
17,1404-06-31,10:40:00,4,91000000,1404-07-07,11:10:00,4,8
2,1404-06-31,12:00:00,4,91000000,1404-07-29,6:00:00,4,8
26,1404-07-01,12:30:00,4,92000000,1404-07-07,6:00:00,4,8
30,1404-07-02,7:30:00,4,91000000,1404-07-09,8:35:00,4,8
3,1404-07-02,9:00:00,4,91000000,1404-07-07,9:40:00,4,8
18,1404-07-02,11:40:00,4,91000000,1404-07-07,7:00:00,4,8
22,1404-07-02,12:30:00,4,91000000,1404-07-09,10:50:00,4,8
20,1404-07-02,13:30:00,4,91000000,1404-07-09,6:00:00,4,8
16,1404-07-03,7:30:00,4,91000000,1404-07-09,6:20:00,4,8
12,1404-07-03,10:00:00,4,91000000,1404-07-09,11:00:00,4,8
7,1404-07-03,11:10:00,4,91000000,1404-07-14,7:50:00,4,8
31,1404-07-03,12:40:00,4,91000000,1404-07-15,6:00:00,4,8
24,1404-07-05,8:00:00,4,91000000,1404-07-14,6:00:00,4,8
15,1404-07-05,11:35:00,4,91000000,1404-07-15,6:30:00,4,8
28,1404-07-05,13:00:00,4,91000000,1404-08-12,6:30:00,4,8
23,1404-07-06,10:25:00,4,81000000,1404-07-16,0:00:00,4,8
17,1404-07-06,13:00:00,4,81000000,1404-7-15,6:00:00,4,8
29,1404-07-07,8:00:00,4,91000000,1404-07-15,7:00:00,4,8
21,1404-07-07,9:50:00,4,91000000,1404-07-16,7:40:00,4,8
5,1404-07-07,11:35:00,4,91000000,1404-08-12,9:30:00,4,8
2,1404-07-07,13:10:00,4,91000000,1404-07-17,6:00:00,4,8
18,1404-07-08,9:50:00,4,81000000,1404-07-16,0:00:00,4,8
30,1404-07-08,13:00:00,4,81000000,1404-07-17,8:00:00,4,8
1,1404-07-09,7:50:00,4,91000000,1404-07-16,7:00:00,4,8
11,1404-07-09,9:30:00,4,91000000,1404-07-17,8:10:00,4,8
22,1404-07-09,10:40:00,4,91000000,1404-07-20,6:00:00,4,8
20,1404-07-09,11:50:00,4,91000000,1404-07-19,9:50:00,4,8
16,1404-07-09,13:10:00,4,91000000,1404-07-20,8:30:00,4,8
3,1404-07-10,7:50:00,4,91000000,1404-07-20,7:40:00,4,8
12,1404-07-10,9:35:00,4,91000000,1404-07-20,6:00:00,4,8
7,1404-07-10,10:50:00,4,91000000,1404-08-12,6:00:00,4,8
19,1404-07-10,12:10:00,4,91000000,1404-07-20,6:30:00,4,8
14,1404-07-10,13:30:00,4,91000000,1404-07-21,9:45:00,4,8
8,1404-07-12,10:00:00,4,81000000,1404-07-21,10:20:00,4,8
10,1404-07-12,12:30:00,4,81000000,1404-07-21,0:00:00,4,8
27,1404-07-13,9:30:00,4,81000000,1404-07-21,0:00:00,4,8
32,1404-07-13,12:30:00,4,81000000,1404-07-22,0:00:00,4,8
23,1404-07-14,8:40:00,4,91000000,1404-07-22,11:20:00,4,8
6,1404-07-14,10:30:00,4,91000000,1404-07-22,6:00:00,4,8
13,1404-07-14,12:10:00,4,91000000,1404-07-22,9:30:00,4,8
31,1404-07-14,13:30:00,4,91000000,1404-07-22,7:40:00,4,8
4,1404-07-15,7:30:00,4,91000000,1404-07-23,10:50:00,4,8
9,1404-07-15,9:00:00,4,91000000,1404-07-23,6:00:00,4,8
15,1404-07-15,11:00:00,4,91000000,1404-07-23,6:45:00,4,8
24,1404-07-15,12:10:00,4,91000000,1404-07-24,8:10:00,4,8
28,1404-07-15,13:30:00,4,91000000,1404-07-24,10:00:00,4,8
21,1404-07-16,8:00:00,4,91000000,1404-07-24,11:20:00,4,8
5,1404-07-16,9:40:00,4,91000000,1404-07-26,6:00:00,4,8
25,1404-07-16,11:00:00,4,91000000,1404-07-24,7:10:00,4,8
2,1404-07-16,12:20:00,4,91000000,1404-07-26,9:45:00,4,8
29,1404-07-17,8:00:00,4,91000000,1404-07-26,7:00:00,4,8
11,1404-07-17,10:00:00,4,91000000,1404-07-27,6:00:00,4,8
20,1404-07-17,11:20:00,4,91000000,1404-07-27,8:10:00,4,8
1,1404-07-19,8:10:00,4,91000000,1404-07-27,6:40:00,4,8
22,1404-07-19,10:35:00,4,91000000,1404-07-27,9:40:00,4,8
16,1404-07-20,7:40:00,4,91000000,1404-07-28,7:50:00,4,8
12,1404-07-20,9:50:00,4,91000000,1404-07-28,9:00:00,4,8
7,1404-07-20,11:25:00,4,91000000,1404-07-28,7:00:00,4,8
19,1404-07-20,12:50:00,4,91000000,1404-07-28,6:40:00,4,8
14,1404-07-21,7:50:00,4,91000000,1404-07-28,8:00:00,4,8
3,1404-07-21,9:50:00,4,91000000,1404-07-29,9:50:00,4,8
23,1404-07-21,11:15:00,4,91000000,1404-07-29,6:00:00,4,8
6,1404-07-21,12:30:00,4,91000000,1404-07-29,6:40:00,4,8
13,1404-07-22,7:40:00,4,91000000,1404-07-29,10:00:00,4,8
4,1404-07-22,9:00:00,4,91000000,1404-07-30,8:10:00,4,8
31,1404-07-22,10:45:00,4,91000000,1404-07-30,11:10:00,4,8
9,1404-07-22,12:20:00,4,91000000,1404-07-30,8:50:00,4,8
24,1404-07-23,7:50:00,4,91000000,1404-07-30,9:50:00,4,8
28,1404-07-23,9:45:00,4,91000000,1404-08-01,11:00:00,4,8
15,1404-07-23,11:15:00,4,91000000,1404-08-01,13:30:00,4,8
21,1404-07-23,12:50:00,4,91000000,1404-08-01,6:00:00,4,8
5,1404-07-24,7:45:00,4,91000000,1404-08-01,7:40:00,4,8
2,1404-07-24,9:30:00,4,91000000,1404-08-01,9:40:00,4,8
25,1404-07-24,10:45:00,4,91000000,1404-08-03,11:30:00,4,8
11,1404-07-24,12:10:00,4,91000000,1404-08-03,6:00:00,4,8
20,1404-07-26,8:30:00,4,91000000,1404-08-03,6:10:00,4,8
29,1404-07-26,10:20:00,4,91000000,1404-08-03,8:40:00,4,8
22,1404-07-26,11:40:00,4,91000000,1404-08-03,10:30:00,4,8
1,1404-07-27,7:30:00,4,91000000,1404-08-04,11:40:00,4,8
16,1404-07-27,9:00:00,4,91000000,1404-08-04,6:00:00,4,8
12,1404-07-27,11:00:00,4,91000000,1404-08-04,7:00:00,4,8
7,1404-07-27,12:20:00,4,91000000,1404-08-04,8:10:00,4,8
3,1404-07-28,7:30:00,4,91000000,1404-08-04,10:00:00,4,8
14,1404-07-28,9:00:00,4,91000000,1404-08-04,11:10:00,4,8
19,1404-07-28,10:50:00,4,91000000,1404-08-06,6:00:00,4,8
23,1404-07-28,12:20:00,4,91000000,1404-08-05,10:16:00,4,8
6,1404-07-28,13:20:00,4,91000000,1404-08-05,7:50:00,4,8
4,1404-07-29,11:00:00,4,91000000,1404-08-05,9:25:00,4,8
31,1404-07-29,12:10:00,4,91000000,1404-08-05,10:45:00,4,8
26,1404-07-29,13:30:00,4,91000000,1404-08-05,12:00:00,4,8
9,1404-07-29,20:30:00,4,92000000,1404-08-06,6:00:00,4,8
24,1404-07-30,7:50:00,4,91000000,1404-08-06,7:30:00,4,8
13,1404-07-30,10:30:00,4,91000000,1404-08-06,6:00:00,4,8
28,1404-07-30,11:40:00,4,91000000,1404-08-07,9:00:00,4,8
15,1404-07-30,13:00:00,4,91000000,1404-08-07,10:40:00,4,8
21,1404-08-01,7:40:00,4,91000000,1404-08-07,11:50:00,4,8
5,1404-08-01,9:00:00,4,91000000,1404-08-07,9:20:00,4,8
2,1404-08-01,10:50:00,4,91000000,1404-08-07,11:00:00,4,8
25,1404-08-01,12:10:00,4,91000000,1404-08-08,12:10:00,4,8
11,1404-08-01,13:20:00,4,91000000,1404-08-08,6:00:00,4,8
20,1404-08-03,8:20:00,4,91000000,1404-08-08,8:45:00,4,8
