SettingID,wagon_no,GlazeType,start_time,end_time,packages
1404021624,39,91000001,08:05:00,08:45:00,64
1404021624,5,91000001,20:45:00,21:20:00,44
1404021601,5,91000001,20:45:00,21:20:00,16
1404021601,31,91000001,06:15:00,06:55:00,64
1404021601,11,91000001,06:55:00,07:30:00,60
1404021620,11,91000001,06:55:00,07:30:00,4
1404021620,64,91000001,07:30:00,08:05:00,64
1404021620,47,91000001,08:05:00,08:45:00,64
1404021620,38,91000001,08:45:00,09:45:00,6
1404021605,38,91000001,08:45:00,09:40:00,58
1404021605,71,91000001,09:40:00,10:15:00,64
1404021605,2,91000001,10:15:00,10:50:00,18
1404021732,2,91000001,10:15:00,10:50:00,46
1404021732,41,91000001,10:50:00,11:30:00,64
1404021732,10,91000001,11:30:00,12:20:00,28
1404021726,10,91000001,11:30:00,12:20:00,36
1404021726,17,91000001,12:20:00,13:10:00,64
1404021726,3,91000001,13:10:00,14:00:00,38
1404021716,3,91000001,13:10:00,14:00:00,26
1404021716,49,91000001,14:35:00,15:15:00,64
1404021716,63,91000001,15:15:00,15:50:00,52
1404021707,63,91000001,15:15:00,15:50:00,12
1404021707,27,91000001,15:50:00,16:30:00,64
1404021707,13,91000001,16:30:00,17:10:00,64
1404021707,46,91000001,17:10:00,17:55:00,4
1404021719,46,91000001,17:10:00,17:55:00,60
1404021719,44,91000001,17:55:00,18:30:00,64
1404021719,34,91000001,18:30:00,19:35:00,20
1404021713,34,91000001,18:30:00,19:35:00,44
1404021713,20,91000001,19:35:00,20:20:00,64
1404021713,70,91000001,20:20:00,20:50:00,30
1404021811,70,91000001,20:20:00,20:55:00,34
1404021811,1,91000001,20:55:00,21:30:00,64
1404021811,21,91000001,06:05:00,06:50:00,24
1404021829,21,91000001,06:15:00,06:50:00,40
1404021829,65,91000001,06:50:00,07:25:00,64
1404021829,80,91000001,07:25:00,08:00:00,26
1404022003,80,91000001,07:25:00,08:00:00,36
1404022003,73,91000001,08:00:00,08:35:00,64
1404022003,42,91000001,08:35:00,09:35:00,36
1404022008,42,91000001,08:35:00,09:35:00,28
1404022008,29,91000001,09:35:00,10:10:00,64
1404022008,19,91000001,10:10:00,10:45:00,52
1404022027,19,91000001,10:10:00,10:45:00,12
1404022027,50,91000001,10:45:00,11:20:00,64
1404022027,67,91000001,11:20:00,11:55:00,60
1404022017,67,91000001,11:20:00,11:55:00,4
1404022017,78,91000001,11:55:00,12:40:00,62
1404022017,57,91000001,12:40:00,13:25:00,64
1404022002,52,91000001,06:15:00,06:55:00,64
1404022002,28,91000001,06:55:00,07:30:00,64
1404022002,51,91000001,07:30:00,08:05:00,10
1404022021,51,91000001,07:30:00,08:05:00,54
1404022021,55,91000001,08:05:00,09:30:00,60
1404022021,30,91000001,09:30:00,10:05:00,22
1404022115,30,91000001,09:30:00,10:05:00,42
1404022115,9,91000001,10:05:00,10:40:00,64
1404022115,36,91000001,10:40:00,11:15:00,36
1404022125,36,91000001,10:40:00,11:15:00,38
1404022125,74,91000001,11:15:00,12:05:00,64
1404022110,69,91000001,12:05:00,12:40:00,64
1404022110,40,91000001,12:40:00,13:20:00,62
1404022123,58,91000001,06:20:00,07:15:00,64
1404022123,25,91000001,07:15:00,08:10:00,64
1404022123,72,91000001,08:10:00,08:45:00,16
1404022106,72,91000001,08:10:00,08:45:00,48
1404022106,56,91000001,08:45:00,09:50:00,64
1404022106,7,91000001,09:50:00,10:25:00,28
1404022128,7,91000001,09:50:00,10:25:00,36
1404022128,54,91000001,10:25:00,11:00:00,64
1404022128,45,91000001,11:00:00,11:40:00,40
1404022204,45,91000001,11:00:00,11:40:00,24
1404022204,60,91000001,11:40:00,12:15:00,64
1404022204,66,91000001,12:15:00,12:50:00,52
1404022218,66,91000001,12:15:00,12:50:00,12
1404022218,77,91000001,12:50:00,13:25:00,63
1404022218,18,91000001,06:25:00,07:10:00,64
1404022309,35,91000001,07:10:00,07:45:00,64
1404022309,26,91000001,07:45:00,08:20:00,64
1404022309,75,91000001,08:20:00,09:25:00,10
1404022322,75,91000001,08:20:00,09:25:00,54
1404022322,23,91000001,09:25:00,10:00:00,64
1404022322,43,91000001,10:00:00,10:35:00,18
1404022312,43,91000001,10:00:00,10:35:00,46
1404022312,61,91000001,10:35:00,11:10:00,64
1404022312,68,91000001,11:10:00,11:50:00,30
1404022330,68,91000001,11:10:00,11:50:00,34
1404022330,14,91000001,11:50:00,12:35:00,64
1404022330,8,91000001,12:35:00,13:15:00,34
1404022314,8,91000001,12:35:00,13:20:00,28
1404022414,4,91000001,06:15:00,06:50:00,64
1404022414,12,91000001,06:50:00,07:25:00,46
14042424,12,91000001,06:50:00,07:25:00,18
14042424,53,91000001,07:25:00,08:00:00,64
14042424,16,91000001,08:00:00,08:35:00,54
14042401,16,91000001,08:00:00,08:35:00,10
14042401,79,91000001,08:35:00,09:35:00,64
14042401,76,91000001,06:20:00,07:15:00,64
14042420,15,91000001,07:15:00,07:50:00,64
14042420,24,91000001,07:50:00,08:25:00,64
14042420,6,91000001,08:25:00,09:35:00,8
1404022505,6,91000001,08:25:00,09:35:00,56
1404022505,32,91000001,09:35:00,10:10:00,64
1404022505,39,91000001,10:10:00,10:50:00,16
1404022532,39,91000001,10:10:00,10:50:00,48
1404022532,33,91000001,10:50:00,11:35:00,64
1404022532,5,91000001,11:35:00,12:10:00,24
1404022516,5,91000001,11:35:00,12:10:00,40
1404022516,11,91000001,12:10:00,12:45:00,64
1404022516,47,91000001,12:45:00,13:20:00,28
1404022507,47,91000001,12:45:00,13:25:00,34
1404022507,38,91000001,06:20:00,06:55:00,64
1404022507,41,91000001,06:55:00,07:35:00,36
1404022519,41,91000001,06:55:00,07:35:00,28
1404022519,2,91000001,07:35:00,08:15:00,64
1404022519,71,91000001,08:15:00,08:50:00,44
1404022713,71,91000001,08:15:00,08:50:00,20
1404022713,48,91000001,08:50:00,09:50:00,64
1404022713,27,91000001,09:50:00,10:25:00,52
1404022711,27,91000001,09:50:00,10:25:00,12
1404022711,64,91000001,10:25:00,11:05:00,64
1404022711,80,91000001,11:05:00,11:40:00,40
1404022729,80,91000001,11:05:00,11:40:00,20
1404022729,65,91000001,11:40:00,12:15:00,64
1404022729,73,91000001,12:15:00,12:50:00,52
1404022703,73,91000001,12:15:00,12:50:00,12
1404022703,42,91000001,12:50:00,13:30:00,60
1404022731,29,92000001,06:35:00,07:35:00,620
1404022731,19,92000001,07:35:00,10:00:00,820
1404022731,67,92000001,10:00:00,12:10:00,645
1404022703,67,91000001,1900-01-10 00:00:00,12:10:00,12
1404022703,78,91000001,12:10:00,13:00:00,46
1404022827,78,91000001,12:10:00,13:00:00,16
1404022827,50,91000001,07:05:00,07:45:00,64
1404022827,57,91000001,07:45:00,08:25:00,54
1404022808,57,91000001,07:45:00,08:25:00,10
1404022808,30,91000001,08:25:00,09:25:00,64
1404022808,51,91000001,09:25:00,10:05:00,60
1404022817,51,91000001,09:25:00,10:05:00,4
1404022817,28,91000001,10:05:00,10:40:00,64
1404022817,1,91000001,10:40:00,11:30:00,64
1404022821,31,91000001,11:30:00,12:10:00,64
1404022821,10,91000001,12:10:00,12:45:00,52
1404022815,10,91000001,12:10:00,12:45:00,12
1404022815,17,91000001,12:45:00,13:20:00,64
1404022915,22,91000001,06:20:00,07:20:00,60
1404022902,22,91000001,06:20:00,07:20:00,4
1404022902,36,91000001,07:20:00,08:00:00,64
1404022902,7,91000001,08:00:00,08:45:00,64
1404022925,56,91000001,08:45:00,09:55:00,64
1404022925,25,91000001,09:55:00,10:25:00,64
1404022925,54,91000001,10:25:00,11:20:00,14
1404023010,54,91000001,10:25:00,11:20:00,50
1404023010,37,91000001,11:20:00,11:55:00,64
1404023010,59,91000001,11:55:00,12:30:00,24
1404023023,59,91000001,11:55:00,12:30:00,40
1404023023,69,91000001,12:30:00,13:10:00,62
1404023023,35,91000001,06:20:00,06:55:00,36
1404023006,35,91000001,06:20:00,06:55:00,28
1404023006,26,91000001,06:55:00,07:45:00,64
1404023006,74,91000001,07:45:00,08:25:00,50
1404023028,74,91000001,07:45:00,08:25:00,14
1404023028,75,91000001,08:25:00,09:25:00,64
1404023028,45,91000001,09:25:00,10:10:00,60
1404023104,45,91000001,09:25:00,10:10:00,4
1404023104,61,91000001,10:10:00,10:45:00,64
1404023104,68,91000001,10:45:00,11:20:00,8
1404023118,8,91000001,11:20:00,11:55:00,56
1404023118,14,91000001,11:55:00,12:35:00,64
1404023118,60,91000001,12:35:00,13:15:00,20
1404023109,60,91000001,12:35:00,13:10:00,42
1404023109,43,91000001,06:15:00,07:00:00,64
1404023109,4,91000001,07:00:00,07:40:00,32
1404023122,4,91000001,07:00:00,07:40:00,30
1404023122,62,91000001,07:40:00,08:20:00,64
1404023122,46,91000001,08:20:00,08:55:00,44
1404023112,46,91000001,08:20:00,08:55:00,20
1404023112,44,91000001,08:55:00,09:50:00,64
1404023112,70,91000001,09:50:00,10:25:00,58
1404030130,70,91000001,09:50:00,10:25:00,6
1404030130,13,91000001,10:25:00,11:00:00,64
1404030130,34,91000001,11:00:00,11:45:00,64
1404030126,34,91000001,11:45:00,12:20:00,64
1404030126,53,91000001,12:20:00,12:55:00,64
1404030126,79,91000001,12:55:00,13:30:00,8
1404030114,79,91000001,12:55:00,13:30:00,52
1404030114,39,91000001,06:15:00,06:50:00,64
1404030114,12,91000001,06:50:00,07:25:00,20
1404030101,12,91000001,06:50:00,07:25:00,44
1404030101,5,91000001,07:25:00,08:00:00,64
1404030101,33,91000001,08:00:00,08:35:00,32
1404030320,33,91000001,08:00:00,08:35:00,32
1404030305,29,91000001,09:35:00,10:10:00,24
1404030305,72,91000001,10:10:00,11:15:00,64
1404030305,55,91000001,11:15:00,11:55:00,50
1404030316,55,91000001,11:15:00,11:55:00,14
1404030316,9,91000001,11:55:00,12:40:00,62
1404030316,78,91000001,12:40:00,13:20:00,56
1404030324,78,91000001,12:40:00,13:20:00,6
1404030324,3,91000001,06:20:00,07:05:00,64
1404030324,65,91000001,10:40:00,12:45:00,32
1404030324,73,91000001,12:45:00,13:20:00,28
1404030329,63,92000001,07:05:00,08:10:00,820
1404030329,49,92000001,08:10:00,09:35:00,820
1404030329,50,92000001,09:35:00,10:40:00,820
1404030329,65,92000001,10:40:00,12:45:00,410
1404030432,73,91000001,12:45:00,13:20:00,36
1404030432,30,91000001,06:20:00,07:10:00,64
1404030432,57,91000001,07:10:00,07:55:00,40
1404030407,57,91000001,07:10:00,07:55:00,24
1404030407,51,91000001,07:55:00,08:35:00,64
1404030407,20,91000001,08:35:00,09:45:00,52
1404030413,20,91000001,08:35:00,09:45:00,12
1404030413,10,91000001,09:45:00,10:30:00,64
1404030413,17,91000001,10:30:00,11:05:00,60
1404030411,17,91000001,10:30:00,11:05:00,4
1404030411,1,91000001,11:05:00,11:40:00,64
1404030411,28,91000001,11:40:00,12:20:00,52
1404030519,28,91000001,11:40:00,12:20:00,12
1404030519,22,91000001,12:20:00,13:10:00,62
1404030519,67,91000001,06:15:00,07:45:00,42
1404030503,67,91000001,06:15:00,07:45:00,22
1404030503,56,91000001,07:45:00,08:20:00,64
1404030503,7,91000001,08:20:00,08:55:00,56
1404030531,7,91000001,08:20:00,08:55:00,8
1404030531,40,91000001,08:55:00,09:55:00,64
1404030531,58,91000001,09:55:00,10:30:00,60
1404030527,58,91000001,09:55:00,10:30:00,4
1404030527,69,91000001,10:30:00,11:05:00,64
1404030527,59,91000001,11:05:00,11:40:00,64
1404030527,37,91000001,11:40:00,12:15:00,6
1404030508,37,91000001,11:40:00,12:15:00,58
1404030508,23,91000001,12:15:00,12:55:00,64
1404030508,74,91000001,12:55:00,13:30:00,18
1404030517,74,91000001,12:55:00,13:30:00,44
1404030517,75,91000001,06:15:00,06:55:00,64
1404030517,14,91000001,06:55:00,07:35:00,28
1404030521,14,91000001,06:55:00,07:35:00,36
1404030521,8,91000001,07:35:00,08:10:00,64
1404030521,68,91000001,08:10:00,08:45:00,36
1404030502,68,91000001,08:10:00,08:45:00,28
1404030502,18,91000001,08:45:00,10:00:00,64
1404030502,60,91000001,10:00:00,11:00:00,48
1404030525,60,91000001,10:00:00,11:00:00,16
1404030525,16,91000001,11:00:00,11:35:00,64
1404030525,66,91000001,11:35:00,12:15:00,56
1404030615,66,91000001,11:35:00,12:15:00,8
1404030615,77,91000001,12:15:00,12:50:00,62
1404030615,38,91000001,12:50:00,13:30:00,64
1404030610,32,91000001,06:15:00,07:00:00,64
1404030610,6,91000001,07:00:00,07:35:00,64
1404030610,24,91000001,07:35:00,08:10:00,12
1404030623,24,91000001,07:35:00,08:10:00,52
1404030623,47,91000001,08:10:00,08:45:00,64
1404030623,41,91000001,08:45:00,09:45:00,4
1404030606,41,91000001,08:45:00,09:45:00,60
1404030606,76,91000001,09:45:00,10:20:00,64
1404030628,62,91000001,10:20:00,10:55:00,64
1404030628,15,91000001,10:55:00,11:40:00,64
1404030628,46,91000001,11:40:00,12:15:00,16
1404030604,46,91000001,11:40:00,12:15:00,48
1404030604,53,91000001,12:15:00,12:50:00,64
1404030604,34,91000001,12:50:00,13:25:00,30
1404030618,34,91000001,12:50:00,13:25:00,32
1404030618,52,91000001,06:20:00,07:00:00,64
1404030618,13,91000001,07:00:00,07:45:00,44
1404030609,13,91000001,07:00:00,07:45:00,20
1404030609,70,91000001,07:45:00,08:30:00,64
1404030609,79,91000001,08:30:00,09:40:00,60
1404030722,79,91000001,08:30:00,09:40:00,4
1404030722,31,91000001,09:40:00,10:20:00,64
1404030722,39,91000001,10:20:00,10:55:00,64
1404030712,42,91000001,10:55:00,11:35:00,64
1404030712,49,91000001,11:35:00,12:15:00,64
1404030712,63,91000001,12:15:00,12:50:00,14
1404030730,63,91000001,12:15:00,12:50:00,50
1404030730,64,91000001,12:50:00,13:30:00,62
1404030730,36,91000001,06:20:00,06:55:00,20
1404030726,36,91000001,06:20:00,06:55:00,44
1404030726,27,91000001,06:55:00,07:30:00,64
1404030726,57,91000001,07:30:00,08:05:00,38
1404030814,57,91000001,07:30:00,08:05:00,26
1404030814,30,91000001,08:05:00,09:25:00,64
1404030814,73,91000001,09:25:00,10:00:00,34
1404030820,73,91000001,09:25:00,10:00:00,30
1404030820,51,91000001,10:00:00,10:35:00,64
1404030820,65,91000001,10:35:00,11:10:00,42
1404030829,65,91000001,10:35:00,11:10:00,22
1404030829,28,91000001,11:10:00,11:45:00,64
1404030829,22,91000001,11:45:00,12:20:00,56
1404030816,22,91000001,11:45:00,12:20:00,8
1404030816,1,91000001,12:20:00,12:55:00,64
1404030816,17,91000001,12:55:00,13:30:00,64
1404030807,10,91000001,13:30:00,14:05:00,64
1404030807,20,91000001,14:35:00,15:30:00,64
1404030807,48,91000001,15:30:00,16:00:00,8
1404031013,48,91000001,15:30:00,16:05:00,56
1404031013,71,91000001,16:05:00,16:45:00,64
1404031013,80,91000001,16:45:00,17:25:00,16
1404031011,80,91000001,16:45:00,17:25:00,48
1404031011,11,91000001,17:25:00,18:00:00,64
1404031011,56,91000001,18:00:00,18:45:00,4
1404031019,56,91000001,18:00:00,18:45:00,60
1404031019,7,91000001,18:45:00,20:15:00,52
1404031003,7,91000001,18:45:00,20:15:00,12
1404031003,50,91000001,20:15:00,21:05:00,63
1404031003,74,91000001,06:20:00,07:00:00,54
1404031127,74,91000001,06:20:00,07:00:00,8
1404031127,37,91000001,07:00:00,07:35:00,64
1404031127,59,91000001,07:35:00,08:15:00,64
1404031131,75,91000001,08:15:00,08:55:00,64
1404031131,23,91000001,08:55:00,10:05:00,64
1404031131,68,91000001,10:05:00,10:45:00,4
1404031108,68,91000001,10:05:00,10:45:00,60
1404031108,14,91000001,10:45:00,11:25:00,64
1404031108,18,91000001,11:20:00,12:00:00,18
1404031102,18,91000001,11:20:00,12:00:00,46
1404031102,2,91000001,12:00:00,12:50:00,64
1404031102,25,91000001,12:50:00,13:30:00,30
1404031117,25,91000001,12:50:00,13:30:00,34
1404031117,38,91000001,14:05:00,14:40:00,64
1404031117,66,91000001,14:40:00,15:15:00,40
1404031121,66,91000001,14:40:00,15:15:00,24
1404031121,16,91000001,15:15:00,15:50:00,64
1404031121,60,91000001,15:50:00,16:25:00,54
1404031225,60,91000001,15:50:00,16:25:00,10
1404031225,54,91000001,16:25:00,17:00:00,64
1404031225,77,91000001,17:00:00,17:35:00,60
1404031210,77,91000001,17:00:00,17:35:00,4
1404031210,26,91000001,17:35:00,18:15:00,64
1404031210,35,91000001,18:15:00,19:00:00,63
1404031206,45,91000001,06:20:00,06:55:00,64
1404031206,21,91000001,06:55:00,07:40:00,64
1404031206,61,91000001,07:40:00,08:15:00,8
1404031228,61,91000001,07:40:00,08:15:00,56
1404031228,33,91000001,08:15:00,08:50:00,64
1404031228,5,91000001,08:50:00,09:55:00,16
1404031223,5,91000001,08:50:00,09:55:00,48
1404031223,12,91000001,09:55:00,10:30:00,64
1404031223,44,91000001,10:30:00,11:05:00,20
1404031304,44,91000001,10:30:00,11:05:00,44
1404031304,4,91000001,11:05:00,11:40:00,64
1404031304,32,91000001,11:40:00,12:20:00,24
1404031318,32,91000001,11:40:00,12:20:00,40
1404031318,43,91000001,12:20:00,13:00:00,60
1404031305,6,92000001,06:20:00,07:00:00,820
1404031305,24,92000001,07:00:00,07:40:00,820
1404031305,47,92000001,07:40:00,08:25:00,820
1404031305,41,92000001,08:25:00,09:30:00,85
1404031318,41,91000001,08:25:00,09:30:00,40
1404031309,41,91000001,08:25:00,09:30:00,16
1404031309,76,91000001,09:30:00,10:05:00,64
1404031309,34,91000001,10:05:00,10:40:00,56
1404031712,34,91000001,10:05:00,10:40:00,8
1404031712,62,91000001,10:40:00,11:20:00,64
1404031712,53,91000001,11:20:00,11:55:00,52
1404031722,53,91000001,11:20:00,11:55:00,4
1404031722,46,91000001,11:55:00,12:30:00,64
1404031722,52,91000001,12:30:00,13:10:00,64
1404031715,15,91000001,06:15:00,07:30:00,64
1404031715,63,91000001,07:30:00,08:05:00,56
1404031732,63,91000001,07:30:00,08:05:00,8
1404031732,49,91000001,08:05:00,08:40:00,64
1404031732,73,91000001,08:40:00,09:35:00,60
1404031724,73,91000001,08:40:00,09:35:00,4
1404031724,10,91000001,09:35:00,10:25:00,64
1404031724,20,91000001,10:25:00,11:00:00,64
1404031801,17,91000001,11:00:00,11:40:00,64
1404031801,22,91000001,11:40:00,12:25:00,64
1404031801,1,91000001,12:25:00,13:00:00,14
1404031830,1,91000001,12:25:00,13:00:00,50
1404031830,48,91000001,13:00:00,13:35:00,62
1404031830,56,91000001,06:15:00,06:50:00,22
1404031826,56,91000001,06:15:00,06:50:00,42
1404031826,80,91000001,06:50:00,07:35:00,64
1404031826,7,91000001,07:35:00,08:40:00,24
1404031820,7,91000001,07:35:00,08:40:00,40
1404031820,64,91000001,08:40:00,09:45:00,64
1404031820,74,91000001,09:45:00,10:30:00,36
1404031929,74,91000001,09:45:00,10:30:00,28
1404031929,68,91000001,10:30:00,11:10:00,64
1404031929,23,91000001,11:10:00,11:45:00,40
1404031914,23,91000001,11:10:00,11:45:00,24
1404031914,37,91000001,11:45:00,12:20:00,64
1404031914,75,91000001,12:20:00,13:00:00,48
1404031907,75,91000001,12:20:00,13:00:00,16
1404031907,14,91000001,13:00:00,13:35:00,64
1404031907,59,91000001,06:20:00,07:00:00,56
1404031913,59,91000001,06:20:00,07:00:00,8
1404031913,13,91000001,07:00:00,07:35:00,64
1404031913,16,91000001,07:35:00,08:35:00,64
1404031913,38,91000001,08:35:00,09:45:00,4
1404031911,38,91000001,08:35:00,09:45:00,60
1404031911,60,91000001,09:45:00,10:25:00,58
1404031919,60,91000001,09:45:00,10:25:00,6
1404031919,21,91000001,10:25:00,11:00:00,64
1404031919,45,91000001,11:00:00,11:40:00,64
1404031919,35,91000001,11:40:00,12:35:00,6
1404031903,35,91000001,11:40:00,12:35:00,58
1404031903,26,91000001,12:35:00,13:10:00,60
1404031927,77,91000001,06:30:00,07:10:00,64
1404031927,54,91000001,07:10:00,07:45:00,64
1404031927,25,91000001,07:45:00,08:25:00,10
1404031931,25,91000001,07:45:00,08:25:00,54
1404031931,28,91000001,08:25:00,09:25:00,64
1404031931,61,91000001,09:25:00,10:00:00,20
1404031908,61,91000001,09:25:00,10:00:00,44
1404031908,51,91000001,10:00:00,11:35:00,64
1404031908,12,91000001,10:35:00,11:20:00,26
1404032102,12,91000001,10:35:00,11:20:00,38
1404032102,66,91000001,11:20:00,11:55:00,64
1404032102,6,91000001,11:55:00,12:30:00,42
1404032117,6,91000001,11:55:00,12:30:00,22
1404032117,65,91000001,12:30:00,13:10:00,64
1404032117,5,91000001,06:20:00,07:15:00,52
1404032121,5,91000001,06:20:00,07:15:00,12
1404032121,2,91000001,07:15:00,08:20:00,64
1404032121,44,91000001,08:20:00,09:30:00,60
1404032116,44,91000001,08:20:00,09:30:00,4
1404032116,4,91000001,09:30:00,10:15:00,64
1404032116,24,91000001,10:15:00,10:50:00,64
1404032116,18,91000001,10:50:00,11:25:00,8
1404032125,18,91000001,10:50:00,11:25:00,56
1404032125,47,91000001,11:25:00,12:15:00,64
1404032125,11,91000001,12:15:00,13:00:00,16
1404032210,11,91000001,12:15:00,13:00:00,48
1404032210,26,91000001,13:00:00,13:35:00,60
1404032226,35,92000001,06:15:00,07:05:00,820
1404032226,29,92000001,07:05:00,07:40:00,820
1404032226,45,92000001,07:40:00,08:45:00,615
1404032210,45,91000001,07:40:00,08:45:00,16
1404032210,72,91000001,08:45:00,09:45:00,12
1404032206,72,91000001,08:45:00,09:45:00,52
1404032206,77,91000001,09:45:00,10:20:00,64
1404032206,21,91000001,10:20:00,11:00:00,6
1404032223,21,91000001,10:20:00,11:00:00,58
1404032223,25,91000001,11:00:00,11:35:00,64
1404032223,54,91000001,11:35:00,12:30:00,14
1404032228,54,91000001,11:35:00,12:30:00,50
1404032228,65,91000001,12:30:00,13:15:00,64
1404032528,55,91000001,06:30:00,07:15:00,22
1404032518,55,91000001,06:30:00,07:15:00,42
1404032518,6,91000001,07:15:00,07:50:00,64
1404032518,66,91000001,07:50:00,08:15:00,32
1404032509,66,91000001,07:50:00,08:15:00,32
1404032509,12,91000001,08:15:00,08:50:00,64
1404032509,51,91000001,08:50:00,10:00:00,44
1404032512,51,91000001,08:50:00,10:00:00,20
1404032512,61,91000001,10:00:00,10:35:00,64
1404032512,28,91000001,10:35:00,11:10:00,52
1404032505,28,91000001,10:35:00,11:10:00,12
1404032505,9,91000001,11:10:00,11:45:00,64
1404032505,41,91000001,11:45:00,12:20:00,64
1404032522,41,91000001,11:45:00,12:20:00,4
1404032522,3,91000001,12:20:00,12:55:00,62
1404032522,78,91000001,12:55:00,13:30:00,64
1404032522,31,91000001,14:05:00,14:55:00,8
1404032615,31,91000001,14:05:00,14:55:00,56
1404032615,79,91000001,14:55:00,15:30:00,64
1404032615,8,91000001,15:30:00,16:20:00,14
1404032632,8,91000001,15:30:00,16:20:00,50
1404032632,70,91000001,16:20:00,17:20:00,64
1404032632,69,91000001,17:20:00,18:00:00,4
1404032601,69,91000001,17:20:00,18:00:00,60
1404032601,58,91000001,18:00:00,18:55:00,60
1404032624,58,91000001,18:00:00,18:55:00,4
1404032624,40,91000001,18:55:00,20:00:00,64
1404032624,39,91000001,20:00:00,20:35:00,64
1404032624,67,91000001,20:35:00,21:10:00,4
1404032630,67,91000001,20:35:00,21:10:00,60
1404032730,42,91000001,06:20:00,07:00:00,64
1404032704,60,91000001,07:00:00,07:40:00,64
1404032704,26,91000001,07:40:00,08:30:00,64
1404032720,19,91000001,08:30:00,09:30:00,64
1404032720,70,91000001,09:30:00,10:05:00,64
1404032720,50,91000001,10:05:00,10:40:00,4
1404032729,50,91000001,10:05:00,10:40:00,60
1404032729,32,91000001,10:40:00,11:20:00,64
1404032729,43,91000001,11:20:00,12:10:00,10
1404032714,43,91000001,11:20:00,12:10:00,52
1404032714,33,91000001,12:10:00,12:40:00,64
1404032714,57,91000001,12:40:00,13:20:00,18
1404032807,57,91000001,12:40:00,13:20:00,42
1404032807,27,91000001,06:20:00,07:05:00,64
1404032807,16,91000001,07:05:00,07:55:00,20
1404032813,16,91000001,07:05:00,07:55:00,44
1404032813,34,91000001,07:55:00,08:30:00,64
1404032813,38,91000001,08:30:00,09:35:00,26
1404032819,38,91000001,08:30:00,09:35:00,38
1404032819,62,91000001,09:35:00,10:10:00,64
1404032819,76,91000001,10:10:00,10:45:00,30
1404032811,76,91000001,10:10:00,10:45:00,34
1404032811,73,91000001,10:45:00,11:20:00,64
1404032811,49,91000001,11:20:00,11:55:00,20
1404032903,49,91000001,11:20:00,11:55:00,44
1404032903,15,91000001,11:55:00,12:30:00,64
1404032903,63,91000001,12:30:00,13:10:00,30
1404032927,63,91000001,12:30:00,13:10:00,30
1404032927,46,91000001,06:15:00,06:50:00,64
1404032927,52,91000001,06:50:00,07:30:00,32
1404032931,52,91000001,06:50:00,07:30:00,32
1404032931,10,91000001,07:30:00,08:25:00,64
1404032931,53,91000001,08:25:00,09:25:00,34
1404032902,53,91000001,08:25:00,09:25:00,30
1404032902,30,91000001,09:25:00,10:00:00,64
1404032902,20,91000001,10:00:00,10:35:00,40
1404033125,20,91000001,10:00:00,10:35:00,24
1404033125,2,91000001,10:35:00,11:10:00,64
1404033125,5,91000001,11:10:00,11:50:00,42
1404033116,5,91000001,11:10:00,11:50:00,22
1404033116,26,91000001,11:50:00,12:25:00,64
1404033116,11,91000001,12:25:00,07:25:00,52
1404033121,11,91000001,12:25:00,13:10:00,12
1404033121,47,91000001,07:25:00,08:00:00,64
1404033121,18,91000001,08:00:00,08:35:00,36
1404033106,18,91000001,08:00:00,08:35:00,28
1404033106,24,91000001,08:35:00,09:45:00,64
1404033106,4,91000001,09:45:00,10:20:00,44
1404040126,4,91000001,09:45:00,10:20:00,20
1404040126,17,91000001,10:20:00,11:00:00,64
1404040126,35,91000001,11:00:00,11:35:00,48
1404040123,35,91000001,11:00:00,11:35:00,16
1404040123,1,91000001,11:35:00,12:20:00,64
1404040123,22,91000001,12:20:00,13:00:00,60
1404040118,22,91000001,12:20:00,13:00:00,4
1404040118,45,91000001,13:00:00,13:35:00,64
1404040118,67,91000001,07:05:00,07:45:00,64
1404040128,39,91000001,07:45:00,08:30:00,64
1404040128,40,91000001,08:30:00,10:00:00,64
1404040128,69,91000001,10:00:00,11:00:00,4
1404040109,69,91000001,10:00:00,11:00:00,60
1404040109,80,91000001,11:00:00,11:35:00,64
1404040109,58,91000001,11:35:00,12:10:00,14
1404040212,58,91000001,11:35:00,12:10:00,50
1404040212,48,91000001,12:10:00,12:45:00,64
1404040212,36,91000001,12:45:00,13:25:00,20
1404040205,36,91000001,12:45:00,13:25:00,40
1404040205,60,91000001,07:35:00,08:10:00,64
1404040205,57,91000001,08:10:00,08:50:00,24
1404040222,57,91000001,08:10:00,08:50:00,40
1404040222,43,91000001,08:50:00,09:55:00,64
1404040222,33,91000001,09:55:00,10:35:00,16
1404040215,33,91000001,09:55:00,10:35:00,48
1404040215,50,91000001,10:35:00,11:10:00,60
1404040215,19,91000001,11:10:00,11:45:00,22
1404040301,19,91000001,11:10:00,11:45:00,42
1404040301,32,91000001,11:45:00,12:25:00,64
1404040301,29,91000001,12:25:00,13:10:00,32
1404040317,29,91000001,12:25:00,13:10:00,30
1404040317,7,91000001,06:15:00,07:00:00,64
1404040317,71,91000001,07:00:00,07:45:00,44
1404040324,71,91000001,07:00:00,07:45:00,20
1404040324,63,91000001,07:45:00,08:20:00,64
1404040324,15,91000001,08:20:00,08:55:00,54
1404040330,15,91000001,08:20:00,08:55:00,10
1404040330,49,91000001,08:55:00,10:10:00,64
1404040330,76,91000001,10:10:00,10:45:00,60
1404040404,76,91000001,10:10:00,10:45:00,4
