date_jalali,OperatorCode_FK,PushingTime_min,IncomingCarID,productName,GlazeType,temp_exhaust,temp_preheat01,temp_preheat02,temp_termostat,temp_Zone00,temp_Zone01,temp_Zone02,temp_Zone03,temp_Zone04,temp_Zone05,temp_Zone06,temp_Zone07,temp_rapid01,temp_Rapid02,temp_bottomA,temp_bottom01,temp_bottomB,temp_bottom02
1404.02.10,8,1:10:00,22,90000001,91000001,190,390,521,740,825,930,955,941,940,896,841,784,600,565,550,528,431,380
1404.02.10,8,3:20:00,29,90000001,91000001,190,390,522,744,825,930,955,945,940,894,840,780,599,566,554,528,429,385
1404.02.10,8,5:30:00,42,90000001,91000001,190,390,521,745,825,930,955,945,940,894,841,780,600,567,554,524,427,384
1404.02.10,4,7:40:00,50,90000001,91000001,190,385,520,745,825,930,955,944,940,893,841,781,602,566,554,524,426,383
1404.02.10,4,9:50:00,9,90000001,91000001,190,389,510,754,825,930,955,944,940,886,837,794,599,568,555,524,427,384
1404.02.10,4,12:00:00,30,90000001,91000001,190,385,510,750,825,930,955,944,940,889,822,794,599,568,555,525,426,385
1404.02.10,5,14:10:00,36,90000001,91000001,190,384,506,744,825,930,955,945,941,893,835,769,600,569,555,524,424,376
1404.02.10,5,16:20:00,72,90000001,91000001,190,389,505,744,825,930,955,945,940,893,838,771,603,571,557,525,422,378
1404.02.10,5,18:30:00,56,90000001,91000001,190,388,512,740,825,930,955,944,940,892,838,774,601,571,557,524,422,380
1404.02.10,5,20:40:00,25,90000001,91000001,190,390,509,736,825,930,955,945,940,894,838,773,576,566,559,525,421,380
1404.02.10,8,22:50:00,58,90000001,91000001,190,390,510,739,825,930,955,945,940,893,839,776,589,552,560,527,421,381
1404.02.11,8,1:00:00,40,90000001,91000001,190,387,516,741,825,930,955,945,940,885,839,775,593,559,554,527,418,378
1404.02.11,8,3:10:00,69,90000001,91000001,190,378,516,736,825,930,955,942,940,887,838,777,594,563,544,529,421,380
1404.02.11,8,5:20:00,74,90000001,91000001,190,386,514,737,825,930,955,942,940,892,835,780,599,564,550,526,422,381
1404.02.11,4,7:30:00,60,90000001,91000001,190,388,513,745,825,930,955,942,940,895,835,770,599,566,553,511,426,380
1404.02.11,4,9:40:00,45,90000001,91000001,190,385,512,745,825,930,955,945,940,891,840,771,602,567,555,517,428,382
1404.02.11,4,11:50:00,18,90000001,91000001,190,384,513,740,825,930,955,940,940,895,838,777,597,568,557,519,412,382
1404.02.11,5,14:00:00,77,90000001,91000001,190,383,510,751,825,930,955,942,940,893,839,780,580,567,558,522,408,379
1404.02.11,5,16:10:00,8,90000001,91000001,190,384,511,747,825,930,955,943,940,892,839,779,589,553,561,523,415,359
1404.02.11,5,18:20:00,68,90000001,91000001,190,388,510,745,825,930,955,942,940,892,839,778,594,559,558,524,416,361
1404.02.11,5,20:30:00,61,90000001,91000001,190,389,511,745,825,930,955,941,940,892,838,780,597,563,547,527,420,369
1404.02.11,8,22:40:00,43,90000001,91000001,190,383,510,745,825,930,955,943,940,892,838,781,598,565,553,523,420,369
1404.02.12,8,0:50:00,23,90000001,91000001,190,383,512,741,825,930,955,944,940,892,840,781,599,566,555,510,420,371
1404.02.12,8,3:00:00,26,90000001,91000001,190,381,507,736,825,930,955,942,940,885,840,781,599,567,555,515,422,371
1404.02.12,8,5:10:00,75,90000001,91000001,190,383,507,733,825,930,955,944,940,886,840,786,603,569,556,520,410,372
1404.02.12,4,7:20:00,14,90000001,91000001,190,384,505,735,825,930,955,944,940,890,838,787,602,571,558,522,405,371
1404.02.12,4,9:30:00,4,90000001,91000001,190,384,505,735,825,930,955,944,940,890,838,787,602,572,557,522,404,371
1404.02.12,4,11:40:00,62,90000001,91000001,190,388,506,731,825,930,955,942,940,891,838,787,602,573,557,522,403,371
1404.02.12,4,13:50:00,12,90000001,91000001,190,388,507,731,825,930,955,942,940,895,842,788,603,572,556,523,404,371
1404.02.12,5,16:00:00,53,90000001,91000001,190,383,501,721,825,930,955,944,940,894,842,778,598,572,563,527,418,367
1404.02.12,5,18:10:00,6,90000001,91000001,190,384,502,721,825,930,955,944,940,893,842,780,599,571,563,532,421,370
1404.02.12,5,20:20:00,24,90000001,91000001,190,384,508,726,825,930,955,944,940,895,840,783,60,569,561,530,420,371
1404.02.12,8,22:30:00,15,90000001,91000001,190,379,506,726,825,930,955,944,940,897,841,784,601,572,557,530,424,371
1404.02.13,8,0:40:00,76,90000001,91000001,190,379,505,727,825,930,955,945,940,879,841,784,603,572,559,528,424,375
1404.02.13,8,2:50:00,79,90000001,91000001,190,382,505,724,825,930,955,943,940,896,842,784,603,572,560,525,425,370
1404.02.13,8,5:00:00,16,90000001,91000001,190,380,504,725,825,930,955,943,940,894,840,788,604,573,562,525,424,379
1404.02.13,4,7:10:00,32,90000001,91000001,190,381,504,724,825,930,955,943,940,894,840,787,604,572,562,524,423,378
1404.02.13,4,9:20:00,39,90000001,91000001,190,381,503,727,825,930,955,942,940,895,841,787,605,573,563,525,433,375
1404.02.13,4,11:30:00,33,90000001,91000001,190,381,501,727,825,930,955,942,940,895,841,780,606,572,563,525,433,375
1404.02.13,4,13:40:00,5,90000001,91000001,190,381,501,720,825,930,955,941,940,894,840,781,606,572,564,526,434,375
1404.02.13,8,15:50:00,11,90000001,91000001,190,380,501,724,825,930,955,940,940,896,841,782,608,576,565,528,423,373
1404.02.13,8,18:00:00,64,90000001,91000001,190,380,503,731,825,930,955,942,940,894,842,787,607,577,566,531,423,378
1404.02.13,8,20:10:00,71,90000001,91000001,190,381,507,727,825,930,955,943,940,893,840,785,606,575,566,531,423,373
1404.02.13,5,22:20:00,2,90000001,91000001,190,378,506,734,825,930,955,945,940,891,841,788,605,572,565,531,424,374
1404.2.14,5,0:30:00,41,90000001,91000001,190,379,506,747,825,930,955,945,940,892,841,792,604,572,566,531,424,375
1404.2.14,5,2:40:00,38,90000001,91000001,190,383,505,740,825,930,955,945,940,894,841,795,603,570,565,534,427,378
1404.2.14,5,4:50:00,47,90000001,91000001,190,385,504,737,825,930,955,944,940,896,840,794,603,570,564,535,426,383
1404.2.14,4,7:00:00,48,90000001,91000001,190,384,505,738,825,930,955,944,940,895,840,793,604,570,564,535,425,382
1404.2.14,4,9:10:00,27,90000001,91000001,190,383,505,738,825,930,955,944,940,895,840,793,604,571,564,535,424,381
1404.2.14,4,11:20:00,20,90000001,91000001,190,381,502,715,825,930,955,942,940,892,841,776,602,570,561,532,429,382
1404.2.14,4,13:30:00,34,90000001,91000001,190,381,502,729,825,930,955,944,940,893,841,777,600,568,561,530,428,381
1404.2.14,8,15:40:00,70,90000001,91000001,190,377,521,727,825,930,955,945,940,895,840,785,599,568,560,531,429,384
1404.2.14,8,17:50:00,44,90000001,91000001,190,377,511,729,825,930,955,945,940,893,841,781,600,565,559,530,429,383
1404.2.14,8,20:00:00,46,90000001,91000001,190,376,508,729,825,930,955,945,940,894,841,785,600,566,558,531,430,386
1404.2.14,5,22:10:00,13,90000001,91000001,190,380,509,732,825,930,955,944,940,895,836,791,601,564,555,527,428,384
1404.2.15,5,0:20:00,63,90000001,91000001,190,381,508,752,825,930,955,945,940,895,840,781,601,565,556,526,426,384
1404.2.15,5,2:30:00,49,90000001,91000001,190,382,506,745,825,930,955,945,940,897,841,780,598,566,557,528,427,383
1404.2.15,5,4:40:00,3,90000001,91000001,190,382,510,744,825,930,955,945,940,894,840,783,598,564,556,526,424,381
1404.2.15,4,6:50:00,1,90000001,91000001,190,382,515,740,825,930,955,945,940,892,841,791,598,564,555,526,424,380
1404.2.15,4,9:00:00,50,90000001,91000001,190,382,512,735,825,930,955,944,940,895,841,791,597,564,555,526,423,381
1404.2.15,4,11:10:00,67,90000001,91000001,190,382,511,735,825,930,955,945,940,895,841,791,597,564,555,525,423,382
1404.2.15,4,13:20:00,78,90000001,91000001,190,384,507,734,825,930,955,945,940,895,841,791,597,564,555,526,424,381
1404.2.15,8,15:30:00,19,90000001,91000001,190,382,505,723,825,930,955,945,940,895,840,783,597,564,555,526,423,379
1404.2.15,8,17:40:00,29,90000001,91000001,190,381,502,725,825,930,955,945,940,895,841,784,597,546,555,525,421,380
1404.2.15,8,19:50:00,42,90000001,91000001,190,381,503,749,825,930,955,945,940,893,840,783,599,564,555,525,424,376
1404.2.15,5,22:00:00,73,90000001,91000001,190,382,505,747,825,930,955,945,940,894,838,779,600,565,555,525,420,375
1404.2.16,5,0:10:00,22,90000001,91000001,190,381,503,737,825,930,955,945,940,896,840,784,601,566,555,526,422,379
1404.2.16,5,2:20:00,80,90000001,91000001,190,384,502,737,825,930,955,945,940,897,841,779,601,566,556,527,424,377
1404.2.16,5,4:30:00,65,90000001,91000001,190,378,503,735,825,930,955,945,940,895,842,778,597,565,556,525,422,380
1404.2.16,4,6:40:00,57,90000001,91000001,190,380,503,733,825,930,955,942,940,894,841,778,599,565,556,526,420,375
1404.2.16,4,8:50:00,28,90000001,91000001,190,380,502,730,825,930,955,942,940,894,841,778,598,565,555,525,420,375
1404.2.16,4,11:00:00,51,90000001,91000001,190,378,501,725,825,930,955,942,940,894,841,778,598,565,555,526,421,375
1404.2.16,4,13:10:00,30,90000001,91000001,190,378,500,720,825,930,955,942,940,891,841,777,599,565,556,526,422,375
1404.2.16,4,15:20:00,9,90000001,91000001,190,381,496,720,825,930,955,944,940,891,841,780,599,565,555,524,424,375
1404.2.16,4,17:30:00,55,90000001,91000001,190,380,499,720,825,930,955,944,940,894,830,783,600,565,555,526,424,378
1404.2.16,4,19:40:00,52,90000001,91000001,190,380,500,720,825,930,955,944,940,894,840,779,601,565,556,525,426,381
1404.2.16,4,21:50:00,21,90000001,91000001,190,380,500,728,825,930,955,945,940,895,840,778,601,565,555,525,425,381
1404.2.16,5,0:00:00,17,90000001,91000001,190,374,511,729,825,930,955,944,940,894,841,776,601,564,558,527,426,383
1404.2.17,5,2:10:00,10,90000001,91000001,190,375,507,727,825,930,955,945,940,895,840,777,600,565,557,526,424,380
1404.2.17,5,4:20:00,31,90000001,91000001,190,373,509,728,825,930,955,945,940,894,840,783,598,563,558,527,421,378
1404.2.17,4,6:30:00,36,90000001,91000001,190,375,507,729,825,930,955,945,940,894,841,783,598,564,557,528,431,377
1404.2.17,4,8:40:00,25,90000001,91000001,190,375,508,730,825,930,955,944,940,895,841,784,599,565,557,528,431,375
1404.2.17,4,10:50:00,56,90000001,91000001,190,374,505,722,825,930,955,944,940,894,840,783,599,562,557,527,425,375
1404.2.17,4,13:00:00,7,90000001,91000001,190,377,497,738,825,930,955,943,940,893,840,780,600,565,555,521,422,378
1404.2.17,8,15:10:00,54,90000001,91000001,190,372,500,733,825,930,955,943,940,894,840,781,600,568,555,521,421,375
1404.2.17,8,17:20:00,72,90000001,91000001,190,372,500,728,825,930,955,943,940,892,841,779,600,567,555,521,420,377
1404.2.17,8,19:30:00,58,90000001,91000001,190,372,504,723,825,930,955,945,940,894,840,783,599,566,557,523,412,374
1404.2.17,8,21:40:00,40,90000001,91000001,190,372,505,726,825,930,955,944,940,894,840,783,600,566,556,525,417,372
1404.2.17,5,23:50:00,69,90000001,91000001,190,374,504,723,825,930,955,941,940,893,840,783,600,566,555,525,417,371
1404.2.18,5,2:00:00,74,90000001,91000001,190,374,506,722,825,930,955,944,940,891,841,782,600,566,554,524,417,370
1404.2.18,5,4:10:00,59,90000001,91000001,190,375,505,724,825,930,955,945,940,891,840,785,599,567,556,524,418,369
1404.2.18,4,6:20:00,37,90000001,91000001,190,374,505,724,825,930,955,944,940,884,840,784,599,565,555,523,417,370
1404.2.18,4,8:30:00,75,90000001,91000001,190,378,504,720,825,930,955,944,940,890,840,784,599,565,555,523,415,371
1404.2.18,4,10:40:00,26,90000001,91000001,190,378,502,720,825,930,955,944,940,892,840,785,597,566,555,524,416,369
1404.2.18,4,12:50:00,35,90000001,91000001,190,378,502,701,825,930,955,944,940,892,841,784,598,565,555,524,415,368
1404.2.18,5,15:00:00,23,90000001,91000001,190,377,496,707,825,930,955,943,940,893,838,768,599,566,556,523,415,366
1404.2.18,5,17:10:00,18,90000001,91000001,190,378,492,710,825,930,955,943,940,891,840,771,598,566,555,524,415,368
1404.2.18,5,19:20:00,77,90000001,91000001,190,379,497,715,825,930,955,944,940,890,840,778,598,566,555,524,416,368
1404.2.18,5,21:30:00,66,90000001,91000001,190,378,504,721,825,930,955,944,940,893,839,779,599,566,555,523,415,369
1404.2.18,5,23:40:00,60,90000001,91000001,190,378,508,726,825,930,955,944,940,892,841,779,599,566,555,521,415,368
1404.2.19,5,1:50:00,43,90000001,91000001,190,375,506,722,825,930,955,943,935,895,840,780,601,566,556,523,417,368
1404.2.19,5,4:00:00,61,90000001,91000001,190,370,504,716,825,930,955,944,940,895,839,782,600,566,521,415,417,369
1404.2.19,4,6:10:00,45,90000001,91000001,190,370,503,716,835,930,955,944,940,896,841,782,602,568,556,524,414,371
1404.2.19,4,8:20:00,68,90000001,91000001,190,371,503,719,825,930,955,944,940,894,841,782,602,568,555,525,414,370
1404.2.19,4,10:30:00,14,90000001,91000001,190,372,504,720,825,930,955,944,940,894,841,782,602,567,555,525,413,371
1404.2.19,4,12:40:00,8,90000001,91000001,190,373,500,711,825,930,955,944,940,894,841,781,600,566,555,525,413,372
1404.2.19,4,14:50:00,4,90000001,91000001,190,369,486,704,825,930,955,940,940,891,840,775,602,569,557,524,418,373
1404.2.19,4,17:00:00,20,90000001,91000001,190,368,491,701,825,930,955,942,940,893,840,771,602,569,569,524,418,373
1404.2.19,4,19:10:00,34,90000001,91000001,190,368,493,708,825,930,955,943,940,893,841,771,602,570,570,525,417,374
1404.2.19,4,21:20:00,70,90000001,91000001,190,372,493,711,825,930,955,942,940,893,841,772,602,570,570,525,416,373
1404.2.19,5,23:30:00,44,90000001,91000001,190,370,500,716,825,930,955,945,940,894,841,780,602,570,558,525,416,372
1404.2.20,5,1:40:00,46,90000001,91000001,190,369,500,713,825,930,955,944,940,895,841,781,602,568,561,527,418,375
1404.2.20,5,3:50:00,13,90000001,91000001,190,369,501,719,825,930,955,944,940,894,840,789,603,568,560,527,415,373
1404.2.20,4,6:00:00,62,90000001,91000001,190,360,505,724,825,930,955,945,940,894,840,783,602,569,557,527,417,371
1404.2.20,4,8:10:00,53,90000001,91000001,190,360,500,715,825,930,955,945,940,894,840,782,602,569,557,526,416,372
1404.2.20,4,10:20:00,16,90000001,91000001,190,363,491,711,825,930,955,945,940,894,840,771,602,569,559,526,417,370
1404.2.20,4,12:30:00,79,90000001,91000001,190,364,492,712,825,930,955,944,940,894,840,772,603,569,559,525,417,370
1404.2.20,5,14:40:00,76,90000001,91000001,190,369,488,704,825,930,955,943,941,888,839,774,602,571,558,524,420,373
1404.2.20,5,16:50:00,15,90000001,91000001,190,369,494,704,825,930,955,943,940,893,841,772,602,570,561,524,421,374
1404.2.20,5,19:00:00,24,90000001,91000001,190,368,497,705,825,930,955,943,941,890,840,773,601,570,560,523,421,374
1404.2.20,5,21:10:00,6,90000001,91000001,190,372,500,710,825,930,955,944,941,892,841,780,603,570,561,525,417,375
1404.2.20,5,23:20:00,32,90000001,91000001,190,375,506,716,825,930,955,943,940,892,839,782,603,571,562,526,417,373
1404.2.21,5,1:30:00,12,90000001,91000001,190,376,513,704,825,930,955,944,940,892,840,782,602,570,560,527,418,374
1404.2.21,5,3:40:00,39,90000001,91000001,190,379,522,708,825,930,955,944,940,895,840,781,602,569,561,529,417,369
1404.2.21,5,5:50:00,33,90000001,91000001,190,377,528,718,825,930,955,945,940,892,838,783,601,567,560,526,416,369
1404.2.21,4,8:00:00,5,90000001,91000001,190,375,523,721,825,930,955,942,940,888,840,775,601,560,558,526,418,366
1404.2.21,4,10:10:00,47,90000001,91000001,190,375,520,724,825,930,955,945,940,889,841,776,601,560,558,526,421,371
1404.2.21,4,12:20:00,38,90000001,91000001,190,378,509,728,825,930,955,942,940,894,841,776,601,560,558,526,422,374
1404.2.21,5,14:30:00,41,90000001,91000001,190,378,507,730,825,930,955,943,940,894,839,769,602,568,558,525,424,373
1404.2.21,5,16:40:00,11,90000001,91000001,190,377,505,739,825,930,955,944,940,892,840,770,602,565,559,524,423,375
1404.2.21,5,18:50:00,2,90000001,91000001,190,378,506,741,825,930,955,943,940,892,840,77,600,565,557,523,420,378
1404.2.21,5,21:00:00,71,90000001,91000001,190,379,510,742,825,930,955,943,940,895,840,777,600,566,558,523,418,374
1404.2.21,7,23:10:00,48,90000001,91000001,190,377,512,737,825,930,955,942,940,894,840,780,600,567,557,522,418,369
1404.2.22,7,1:20:00,27,90000001,91000001,190,379,512,735,825,930,955,941,940,897,840,778,600,567,556,524,417,371
1404.2.22,7,3:30:00,64,90000001,91000001,190,376,511,726,825,930,955,942,940,896,841,777,600,567,557,523,417,370
1404.2.22,7,5:40:00,80,90000001,91000001,190,379,512,727,825,930,955,942,940,895,841,782,602,568,559,523,417,370
1404.2.22,4,7:50:00,42,90000001,91000001,190,379,511,728,825,930,955,942,940,895,841,782,600,568,559,530,417,371
1404.2.22,4,10:00:00,29,90000002,92000001,190,378,507,720,825,930,955,943,940,896,841,771,602,566,557,526,416,366
1404.2.22,4,12:10:00,73,90000001,91000001,190,377,508,720,825,930,955,943,940,898,841,777,601,565,557,524,415,365
1404.2.22,4,14:20:00,65,90000001,91000001,190,378,509,722,825,930,955,942,940,897,841,779,602,567,558,527,417,368
1404.2.22,4,16:30:00,63,90000001,91000001,190,377,509,722,825,930,955,943,940,898,841,778,602,567,557,525,416,366
1404.2.22,4,18:40:00,49,90000001,91000001,190,375,507,716,825,930,955,943,940,898,841,777,601,568,557,523,415,370
1404.2.22,4,20:50:00,3,90000001,91000001,190,375,508,722,825,930,955,944,940,898,841,776,600,567,557,523,414,371
1404.2.22,5,23:00:00,9,90000001,91000001,190,376,509,717,825,930,955,944,940,895,840,780,598,568,557,524,415,364
1404.2.23,5,1:10:00,19,90000002,92000001,190,380,507,716,825,930,955,944,940,895,841,785,598,567,558,527,416,369
1404.2.23,5,3:20:00,55,90000001,91000001,190,380,505,720,825,930,955,944,940,896,842,790,600,565,557,526,418,368
1404.2.23,5,5:30:00,72,90000001,91000001,190,376,505,721,825,930,955,944,940,895,841,784,600,565,555,525,418,370
1404.2.23,4,7:40:00,78,90000001,91000001,190,373,506,720,825,930,955,944,940,895,841,784,600,565,553,522,416,370
1404.2.23,4,9:50:00,50,90000001,91000001,190,374,506,720,825,930,955,944,940,894,841,783,600,565,553,522,415,372
1404.2.23,4,12:00:00,57,90000001,91000001,190,374,505,711,825,930,955,944,940,894,841,783,600,566,555,521,414,371
1404.2.23,5,14:10:00,30,90000001,91000001,190,377,500,703,825,930,955,944,940,895,840,771,597,566,556,521,413,368
1404.2.23,5,16:20:00,51,90000001,91000001,190,383,504,705,825,930,955,943,940,896,840,769,599,565,556,521,412,364
1404.2.23,5,18:30:00,28,90000001,91000001,190,383,511,713,825,930,955,944,940,895,841,772,599,566,555,522,409,365
1404.2.23,5,20:40:00,67,90000001,91000001,190,390,510,710,825,930,955,944,940,890,838,777,599,566,556,522,409,362
1404.2.23,7,22:50:00,1,90000001,91000001,190,390,515,752,825,930,955,942,940,893,839,777,599,565,556,520,410,361
1404.2.24,7,1:00:00,31,90000001,91000001,190,392,530,737,825,930,955,942,940,890,839,779,599,565,556,521,411,363
1404.2.24,7,3:10:00,10,90000001,91000001,190,390,538,730,825,930,955,941,940,893,840,776,600,567,556,523,411,365
1404.2.24,7,5:20:00,17,90000001,91000001,190,391,541,737,825,930,955,941,940,892,842,783,602,570,557,525,414,368
1404.2.24,4,7:30:00,22,90000001,91000001,190,390,543,735,825,930,955,942,940,892,841,782,603,570,556,525,413,367
1404.2.24,4,9:40:00,36,90000001,91000001,190,388,540,742,825,930,955,943,940,893,841,779,600,568,556,523,412,364
1404.2.24,4,11:50:00,7,90000001,91000001,190,388,540,741,825,930,955,945,940,892,841,778,600,567,555,523,413,364
1404.2.24,5,14:00:00,56,90000001,91000001,190,394,521,771,825,930,955,945,940,889,840,774,599,566,555,524,413,368
1404.2.24,5,16:10:00,25,90000001,91000001,190,399,520,766,825,930,955,944,940,883,838,771,599,566,554,524,413,367
1404.2.24,5,18:20:00,54,90000001,91000001,190,398,523,761,825,930,955,945,940,888,831,771,599,566,553,522,413,365
1404.2.24,5,20:30:00,37,90000001,91000001,190,397,530,755,825,930,955,945,940,892,825,771,599,566,552,520,414,365
1404.2.24,5,22:40:00,59,90000001,91000001,190,389,531,755,825,930,955,945,940,899,835,755,600,566,553,518,413,370
1404.2.25,5,0:50:00,69,90000001,91000001,190,391,527,751,825,930,955,945,940,899,841,764,595,566,553,519,411,365
1404.2.25,5,3:00:00,58,90000001,91000001,190,388,525,748,825,930,955,945,940,899,843,777,591,568,553,519,410,365
1404.2.25,5,5:10:00,40,90000001,91000001,190,389,523,747,825,930,955,945,940,898,842,779,572,560,551,518,408,362
1404.2.25,4,7:20:00,23,90000001,91000001,190,389,520,742,825,930,955,945,940,890,842,778,585,549,551,516,408,362
1404.2.25,4,9:30:00,35,90000001,91000001,190,388,520,749,825,930,955,945,940,893,841,778,589,555,547,515,408,362
1404.2.25,4,11:40:00,26,90000001,91000001,190,388,520,745,825,930,955,945,940,892,840,777,591,555,547,516,407,362
1404.2.25,4,13:50:00,62,90000001,91000001,190,389,515,744,825,930,955,945,940,898,841,777,594,560,547,512,408,363
1404.2.25,5,16:00:00,75,90000001,91000001,190,380,515,737,825,930,955,945,940,898,840,762,596,564,544,495,402,361
1404.2.25,5,18:10:00,45,90000001,91000001,190,381,514,736,825,930,955,945,940,898,840,765,596,566,546,499,400,362
1404.2.25,5,20:20:00,61,90000001,91000001,190,383,511,737,825,930,955,945,940,899,840,767,574,560,548,501,389,359
1404.2.25,8,22:30:00,68,90000001,91000001,190,384,512,735,825,930,955,945,940,899,841,776,585,548,549,504,383,351
1404.2.26,8,0:40:00,8,90000001,91000001,190,385,513,739,825,930,955,945,940,899,841,780,588,555,548,509,389,353
1404.2.26,8,2:50:00,14,90000001,91000001,190,384,515,734,825,930,955,945,940,888,842,782,591,555,545,510,390,345
1404.2.26,8,5:00:00,60,90000001,91000001,190,385,523,733,825,930,955,945,940,887,841,785,592,558,541,505,394,345
1404.2.26,4,7:10:00,18,90000001,91000001,190,384,522,731,825,930,955,945,940,891,841,784,594,559,543,492,391,345
1404.2.26,4,9:20:00,77,90000001,91000001,190,385,521,732,825,930,955,945,940,893,841,783,596,558,544,497,393,348
1404.2.26,4,11:30:00,66,90000001,91000001,190,385,518,738,825,930,955,945,940,891,840,780,598,561,547,501,386,349
1404.2.26,4,13:40:00,16,90000001,91000001,190,385,517,738,825,930,955,945,940,891,840,781,599,562,548,504,380,349
1404.2.26,5,15:50:00,76,90000001,91000001,190,382,516,741,825,930,955,944,937,894,840,778,579,566,552,507,386,326
1404.2.26,5,18:00:00,15,90000001,91000001,190,387,513,746,825,930,955,945,938,892,841,77,589,559,552,510,386,334
1404.2.26,5,20:10:00,24,90000001,91000001,190,379,512,748,825,930,955,945,930,888,840,783,592,558,553,512,391,328
1404.2.26,8,22:20:00,6,90000001,91000001,190,379,513,749,825,930,955,945,938,892,841,786,595,562,540,515,394,341
1404.2.27,8,0:30:00,32,90000001,91000001,190,379,512,745,825,930,955,945,939,894,841,787,595,564,544,514,396,342
1404.2.27,8,2:40:00,47,90000001,91000001,190,377,511,739,825,930,955,945,940,895,843,789,600,566,548,500,400,347
1404.2.27,8,4:50:00,38,90000001,91000001,190,380,510,735,825,930,955,945,940,894,841,788,599,568,549,504,402,350
1404.2.27,4,7:00:00,41,90000001,91000001,190,380,515,733,825,930,955,945,940,894,841,787,599,569,551,505,400,350
1404.2.27,4,9:10:00,43,90000001,91000001,190,380,520,731,825,930,955,945,940,895,841,788,600,570,552,509,381,347
1404.2.27,4,11:20:00,4,90000001,91000001,190,382,524,730,825,930,955,945,940,895,841,787,600,570,551,509,391,331
1404.2.27,4,13:30:00,62,90000001,91000001,190,382,523,730,825,930,955,945,940,895,841,787,600,571,551,509,393,338
1404.2.27,8,15:40:00,46,90000001,91000001,190,383,523,723,825,930,955,945,940,895,842,779,600,572,554,513,392,341
1404.2.27,8,17:50:00,44,90000001,91000001,190,389,527,722,825,930,955,945,940,896,842,781,602,572,554,513,395,342
1404.2.27,8,20:00:00,70,90000001,91000001,190,390,533,724,825,930,955,945,940,895,842,783,599,573,556,514,397,342
1404.2.27,5,22:10:00,13,90000001,91000001,190,397,537,737,825,930,955,945,940,895,842,784,599,570,555,514,397,346
1404.2.28,5,0:20:00,52,90000001,91000001,190,397,540,741,825,930,955,945,940,895,841,785,599,570,555,514,395,349
1404.2.28,5,2:30:00,34,90000001,91000001,190,396,547,744,825,930,955,945,940,893,842,785,599,571,553,514,395,348
1404.2.28,5,4:40:00,53,90000001,91000001,190,396,555,750,825,930,955,945,940,894,842,787,599,570,553,515,396,349
1404.2.28,4,6:50:00,72,90000001,91000001,190,399,550,751,825,930,955,945,940,889,841,777,600,571,552,518,395,361
1404.2.28,4,9:00:00,39,90000001,91000001,190,399,535,747,825,930,955,945,940,891,841,786,599,570,554,516,400,353
1404.2.28,4,11:10:00,12,90000001,91000001,190,396,532,745,825,930,955,945,940,893,841,786,599,571,554,515,398,353
1404.2.28,4,13:20:00,5,90000001,91000001,190,395,531,743,825,930,955,945,940,893,841,787,599,571,555,516,398,355
1404.2.28,8,15:30:00,33,90000001,91000001,190,394,521,744,825,930,955,945,940,892,841,777,600,572,555,515,405,353
1404.2.28,8,17:40:00,19,90000001,91000001,190,393,523,752,825,930,955,945,940,894,841,772,601,573,555,515,404,355
1404.2.28,8,19:50:00,29,90000001,91000001,190,396,525,758,825,930,955,945,940,895,841,777,602,574,555,516,405,355
1404.2.28,5,22:00:00,72,90000001,91000001,190,393,525,756,825,930,955,945,940,897,842,779,604,575,551,517,404,356
1404.2.29,5,0:10:00,55,90000001,91000001,190,391,522,753,825,930,955,945,941,897,843,783,604,576,559,517,404,355
1404.2.29,5,2:20:00,9,90000001,91000001,190,390,518,750,825,930,955,945,941,898,844,785,604,575,560,517,406,356
1404.2.29,5,4:30:00,78,90000001,91000001,190,388,521,748,825,930,955,945,941,894,842,781,605,574,560,520,403,357
1404.2.29,4,6:40:00,11,90000001,91000001,190,386,517,738,825,930,955,945,940,893,843,778,604,575,559,524,405,360
1404.2.29,4,8:50:00,3,90000001,91000001,190,385,512,729,825,930,955,945,940,892,841,775,603,574,560,522,408,362
1404.2.29,4,11:00:00,63,90000001,91000001,190,382,513,726,825,930,955,945,940,891,841,775,603,574,560,522,407,360
1404.2.29,4,13:10:00,2,90000001,91000001,190,382,514,725,825,920,955,945,940,891,840,776,602,575,560,522,406,361
1404.2.29,8,15:20:00,71,90000001,91000001,190,384,508,720,825,930,955,945,940,890,840,772,602,576,562,524,414,364
1404.2.29,8,17:30:00,48,90000001,91000001,190,382,506,724,825,930,955,945,940,888,840,771,604,576,563,524,412,367
1404.2.29,8,19:40:00,27,90000001,91000001,190,379,505,730,825,930,955,945,940,886,841,777,605,576,562,526,414,366
1404.2.29,8,21:50:00,64,90000001,91000001,190,377,508,728,825,930,955,945,940,889,840,777,605,576,562,526,413,363
1404.2.29,5,0:00:00,80,90000001,91000001,190,380,510,727,825,930,955,945,940,888,840,779,605,578,564,525,415,366
1404.2.30,5,2:10:00,49,90000002,92000001,190,384,508,724,825,930,955,945,940,890,840,778,603,577,563,525,415,366
1404.2.30,5,4:20:00,42,90000001,91000001,190,385,512,724,825,930,955,945,940,888,841,781,603,575,564,527,414,357
1404.2.30,4,6:30:00,36,90000001,91000001,190,385,511,725,825,930,955,945,940,889,841,780,603,576,564,527,413,351
1404.2.30,4,8:40:00,73,90000001,91000001,190,385,511,720,825,930,955,945,940,890,841,779,603,576,564,526,414,355
